symbol	company	yayk	nayk	mayk	yay	nay	may	desc
PLY.V	Playfair Mining Ltd	3	1	2	clojure.lang.LazySeq@f848e18d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@2c0c91c1	Playfair Mining Ltd., an exploration stage company, engages in the acquisition, exploration, and development of mineral properties. The company explores for gold, copper, cobalt, and nickel. It holds a 100% interest in the Grey River Tungsten property consisting of nine mineral claims covering an area of 1,750 hectares located in southern Newfoundland, Canada; and holds a 100% interest in the Granite Lake Molybdenum located in central Newfoundland, Canada. The company also holds 100% interest in the RKV Cu-Co-Ni Project that covers an area of 344 square kilometers located in in south-central Norway. Playfair Mining Ltd. was incorporated in 1988 and is based in Vancouver, Canada.
PMX.V	Proam Exploration Corp	3	3	1	clojure.lang.LazySeq@e776e6c8	clojure.lang.LazySeq@74651481	clojure.lang.LazySeq@86da3fbe	ProAm Explorations Corporation operates as a junior mineral, and oil and natural gas exploration and development company in Canada and the United States. The company owns working interests in various oil and gas properties located in Muskingum County, Eastern Ohio; Indiana County, Pennsylvania; Logan County, Arkansas; Oklahoma City, Oklahoma; Tucker County, West Virginia, and Okotoks, Alberta. It also holds a 100% interest in the Samuel Lake property; and an option to acquire a 100% interest in the Jet property located in Elko County, Nevada. The company is headquartered in North Vancouver, Canada.
PNG.V	Kraken Robotics Inc	3	0	4	clojure.lang.LazySeq@1b919eed	clojure.lang.LazySeq@1	clojure.lang.LazySeq@46194a81	Kraken Robotics Inc., a marine technology company, designs, manufactures, and sells software-centric sensors, batteries, and underwater robotic systems for unmanned underwater vehicles used in military and commercial applications. The company offers AquaPix interferometric synthetic aperture sonar (InSAS) for use in onboard autonomous underwater vehicles, remotely operated tow vehicles, remotely operated vehicles, and tow bodies; AquaPix miniature InSAS, an off the shelf configurable InSAS; and SeaVision, a subsea 3D laser imaging system. It also provides KATFISH, an intelligent towed SAS system; ThunderFish, a hovering autonomous underwater vehicle; ALARS, an autonomous launch and recovery system that enablea an unmanned vehicle and its payloads to be brought aboard to a host ship; and DataPod, a removable data storage module for marine applications. In addition, the company offers pressure tolerant encapsulated components, such as batteries, thrusters, actuators, and electronics; and robotics as a service, as well as implements digital signal processing and user interface software for anti-submarine warfare sonar applications. It has operations in Canada, the United States, France, Italy, Israel, the United Kingdom, Germany, and internationally. The company was formerly known as Kraken Sonar Inc. and changed its name to Kraken Robotics Inc. in September 2017. Kraken Robotics Inc. was incorporated in 2008 and is headquartered in Mt. Pearl, Canada.
POE.V	Pan Orient Energy Corp	3	5	1	clojure.lang.LazySeq@e776e6c8	clojure.lang.LazySeq@efa73a61	clojure.lang.LazySeq@7bfc1ec7	Pan Orient Energy Corp., a junior oil and natural gas company, engages in the exploration, development, and production of oil and gas properties in Thailand, Indonesia, and Canada. It holds a 100% interest in the L53/48 concession located in west of Bangkok, Thailand; a 49% interest in the East Jabung production sharing contract located in South Sumatra, Indonesia; and a 50% interest in the Sawn Lake property comprising 88 contiguous sections of heavy oil sands leases situated in the central Alberta Peace River Oil Sands area. The company is based in Calgary, Canada.
PRG.V	Precipitate Gold Corp	3	2	0	clojure.lang.LazySeq@f848e18d	clojure.lang.LazySeq@44d1fa1	clojure.lang.LazySeq@1	Precipitate Gold Corp. acquires, explores for, and develops mineral resource properties in Canada and the Dominican Republic. The company primarily explores for gold, silver, copper, and base metal deposits. Its properties in the Dominican Republic include the Juan de Herrera, Pueblo Grande, and Ponton properties that cover approximately 25,967 hectares. It also holds 100% interest in the Reef Property located in Yukon, Canada. The company was founded in 2011 and is headquartered in Vancouver, Canada.
PRS.V	Prism Resources Inc	3	0	1	clojure.lang.LazySeq@e776e6c8	clojure.lang.LazySeq@1	clojure.lang.LazySeq@8960648f	Prism Resources Inc., a natural resources company, engages in the acquisition and exploration of mineral properties. The company owns a 7.5% net profit interest in the Aurora and Sunday Lake claims in the Porcupine Mining District of Ontario, Canada. Prism Resources Inc. is headquartered in Vancouver, Canada.
PRSN.V	Personas Social Inc.	3	0	1	clojure.lang.LazySeq@84a207b6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	Personas Social Incorporated engages in the development of social media and social commerce products and services with a focus on mobile iOS and Android products for consumers and businesses. It operates in Canada, the United States, Africa, the Middle East, India, Europe, and internationally. The company was formerly known as Peeks Social Ltd. and changed its name to Personas Social Incorporated in July 2020. Personas Social Incorporated is headquartered in Toronto, Canada.
PTC.V	Petrox Resources Corp	3	3	0	clojure.lang.LazySeq@e776e6c8	clojure.lang.LazySeq@f54ce1c	clojure.lang.LazySeq@1	Petrox Resources Corp., a junior oil and gas company, engages in the acquisition, exploration, development, and production of petroleum and natural gas resources in Canada. It owns a production property located in Fletwode, Saskatchewan. The company was formerly known as Petrox Capital Corporation and changed its name to Petrox Resources Corp. in August 2012. Petrox Resources Corp. was incorporated in 2011 and is based in Calgary, Canada.
PUC.V	Pancontinental Resources Corp	3	4	2	clojure.lang.LazySeq@f848e18d	clojure.lang.LazySeq@c84ca3a1	clojure.lang.LazySeq@c64dd510	Pancontinental Resources Corporation, a junior mining company, engages in the acquisition, exploration, and development of mineral properties in Canada and the United States. The company focuses on gold, nickel, copper, cobalt, platinum, and palladium properties. It holds a 100% interest in the Jefferson gold project covering an area of approximately 1,540 acres located in Chesterfield County, South Carolina; St. Laurent Project that cover approximately 4,400 hectares located in northeastern Ontario; and Brewer gold project, which cover approximately 400 hectares located in Chesterfield County, South Carolina. The company also holds interest in Gambler project covering an area of 7,460 hectares; Montcalm project covering 3,880 hectares; and Nova project comprising 840 hectares, which are located in Ontario, Canada. The company was formerly known as Pancontinental Gold Corporation and changed its name to Pancontinental Resources Corporation in July 2018. Pancontinental Resources Corporation is based in Toronto, Canada.
QMC.V	Qmc Quantum Minerals Corp	3	1	1	clojure.lang.LazySeq@f848e18d	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bffb786f	QMC Quantum Minerals Corp., an exploration stage company, engages in the acquisition, exploration, and development of resource properties in Canada. The company explores for lithium, copper, nickel, gold, silver, palladium, platinum, zinc, and cobalt deposits. Its flagship project is the Irgon Lithium Mine, which consists of 22 mining claims totaling 11,325 acres located in Manitoba, Canada. QMC Quantum Minerals Corp. was incorporated in 2003 and is based in Vancouver, Canada.
QPM.V	Quebec Precious Metals Corporation	3	2	1	clojure.lang.LazySeq@f848e18d	clojure.lang.LazySeq@60183e1	clojure.lang.LazySeq@bffb786f	Quebec Precious Metals Corporation engages in the acquisition, exploration and development of mining projects in Canada. The company explores for graphite, gold, silver, copper, nickel, and zinc deposits. Its flagship project is the Sakami Gold Project comprising one contiguous block of 259 mineral claims covering an area of 131.13 km2 located in the Northwest of Montreal. The company was formerly known as Canada Strategic Metals Inc. and changed its name to Quebec Precious Metals Corporation in July 2018. Quebec Precious Metals Corporation was incorporated in 1984 and is headquartered in Montreal, Canada.
QYOU.V	Qyou Media Inc	3	0	1	clojure.lang.LazySeq@84a207b6	clojure.lang.LazySeq@1	clojure.lang.LazySeq@86da3fbe	QYOU Media Inc., a media company, produces and distributes content created by social media stars and digital content creators in Canada, the United States, India, and Ireland. It curates, produces, and distributes contents, including television networks and video on demand for cable and satellite televisions, and OTT and mobile platforms. The company also manages marketing campaigns for film studios and brands. QYOU Media Inc. is headquartered in Toronto, Canada.
QZM.V	Quartz Mountain Resources Ltd	3	1	0	clojure.lang.LazySeq@dae9923	clojure.lang.LazySeq@21f49f	clojure.lang.LazySeq@1	Quartz Mountain Resources Ltd. focuses on assessing mineral prospects for potential acquisition and exploration in British Columbia, Canada. It holds a 1% net smelter return royalty interest in the Angel's Camp property located in Lake County, Oregon. The company was formerly known as Quartz Mountain Gold Corp. and changed its name to Quartz Mountain Resources Ltd. in November 1997. Quartz Mountain Resources Ltd. was incorporated in 1982 and is headquartered in Vancouver, Canada.
