symbol	company	yayk	nayk	mayk	yay	nay	may	desc
NUH.AX	Nuheara Limited	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d0600b6d	Nuheara Limited, an audio wearables company, engages in the development and commercialization of hearing and wearables technology platforms worldwide. The company offers IQbuds2 MAX, a hearing bud; IQbuds BOOST, a wireless earbuds; QstreamTV; and Bluetooth transmitter products. Nuheara Limited was incorporated in 2007 and is headquartered in Perth, Australia.
NUS.AX	Nusantara Resources Limited	0	2	1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@af1ca97f	Nusantara Resources Limited engages in the exploration and evaluation, and development of gold projects. It owns a 100% interest in the Awak Mas gold project covering an area of 14,390 hectares located in the Luwu Regency of South Sulawesi Province, Indonesia. The company, formerly known as Awak Mas Holdings Pty Ltd, was incorporated in 2011 and is based in South Melbourne, Australia.
NVU.AX	Nanoveu Limited	0	0	3	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@d788e73f	Nanoveu Limited, a technology company, develops and commercializes nanoimprint science applications in the Americas and internationally. The company offers EyeFly3D, a mobile technology for smartphone and tablet users to instantly convert pictures, videos, mobile games, and streaming content from 2D into 3D. It also develops EyeFyx, a vision correction product for people with age-related farsightedness to read smartphones and tablets without reading glasses. The company was incorporated in 2018 and is based in Subiaco, Australia.
NVX.AX	Novonix Limited	0	2	7	clojure.lang.LazySeq@1	clojure.lang.LazySeq@66e645c1	clojure.lang.LazySeq@c1e8426b	Novonix Limited develops and supplies battery materials, equipment, and services to the lithium-ion battery market in North America. The company operates through three segments: Graphite Exploration and Mining, Battery Technology, and Battery Materials. The Graphite Exploration and Mining segment explores for graphite in Australia. The Battery Technology segment develops battery cell testing equipment and batteries, and consulting services. The Battery Materials segment develops and manufactures battery anode materials. The company is also involved in the investment and battery testing activities. Novonix Limited has strategic alliance with Harper International Corporation to develop specialized furnace technology that would enhance Novonix's synthetic graphite manufacturing process. The company was formerly known as Graphitecorp Limited and changed its name to Novonix Limited in July 2017. Novonix Limited was founded in 2012 and is based in Brisbane, Australia.
NWC.AX	New World Cobalt Limited	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@bb52c600	New World Resources Limited engages in the exploration and development of mineral properties in North America. The company explores for gold, copper, zinc, and cobalt deposits. Its flagship project is the Antler copper project located in Arizona, the United States. The company was formerly known as New World Cobalt Limited and changed its name to New World Resources Limited in December 2019. New World Cobalt Limited was incorporated in 2004 and is based in Subiaco, Australia.
NWE.AX	Norwest Energy NL	0	0	4	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@37ce4c9	Norwest Energy NL explores for hydrocarbon resources in Australia. It owns 20% interest in EP368; 22.22% interest in EP426 license; 25% interest in TP/15 license; and 27.945% interest in EP413 license located in Australia. The company was founded in 1997 and is based in West Perth, Australia.
NWF.AX	Newfield Resources Limited	0	1	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@30807f	clojure.lang.LazySeq@e3952fc1	Newfield Resources Limited engages in the mineral exploration activities in Australia, Liberia, and Sierra Leone. It explores for diamond and gold deposits. The company's flagship project is the Tongo diamond project, which covers an area of 134 square kilometers in eastern Sierra Leone. Newfield Resources Limited was incorporated in 2011 and is based in North Fremantle, Australia.
NWL.AX	New Tel	0	0	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@1	clojure.lang.LazySeq@e3952fc1	Netwealth Group Limited, a financial services company, engages in the wealth management business in Australia. The company offers superannuation products, including accumulation and retirement income products; managed accounts; and managed funds, as well as investor directed portfolio services for self-managed super and non-super investments. It also provides investment wrap products for self-managed super fund (SMSFs) or high net-worth clients; investment options, such as listed securities, managed account models, managed funds, term deposits, premium services, and others; insurance products; forms and documents; and resources and tools, as well as advisory, licensee, and private wealth solutions. In addition, the company offers a superannuation master fund, separately managed accounts, and self-managed superannuation administration services; and portfolio management tools, performance tools, investment research tools, and mobile access tools. The company offers its financial services to investors and non-institutional intermediaries, including financial advisers, private clients, and high net worth firms. Netwealth Group Limited was founded in 1999 and is headquartered in Melbourne, Australia.
NWM.AX	Norwest Minerals Limited	0	2	5	clojure.lang.LazySeq@1	clojure.lang.LazySeq@6100fc1	clojure.lang.LazySeq@9d431ffb	Norwest Minerals Limited explores for mineral properties in Western Australia. Its principal projects include the 100% owned Bulgera gold project comprising two granted exploration licenses, E52/3316 and E52/3276, covering an area of 36.8 square kilometers located in the Plutonic Well Greenstone Belt of Western Australia; and 80% owned Arunta West gold and copper project located in Western Australia. The company also explores for iron oxide, nickel, zinc, and lead deposits. Norwest Minerals Limited was incorporated in 2017 and is based in West Perth, Australia.
NWS.AX	News Corporation	0	2	2	clojure.lang.LazySeq@1	clojure.lang.LazySeq@57206473	clojure.lang.LazySeq@5a3f7181	News Corporation, a media and information services company, creates and distributes content for consumers and businesses worldwide. It operates in six segments: Digital Real Estate Services, Subscription Video Services, Dow Jones, Book Publishing, News Media, and Other. The company distributes content and data products, including The Wall Street Journal, Factiva, Dow Jones Risk & Compliance, Dow Jones Newswires, Barron's, and MarketWatch through various media channels, such as newspapers, newswires, websites, applications for mobile devices, tablets and e-book readers, newsletters, magazines, proprietary databases, live journalism, videos, and podcasts. It also owns and operates daily, Sunday, weekly, and bi-weekly newspapers comprising The Australian, The Weekend Australian, The Daily Telegraph, The Sunday Telegraph, Herald Sun, Sunday Herald Sun, The Courier Mail, The Sunday Mail, The Advertiser, Sunday Mail, The Sun, The Sun on Sunday, The Times, The Sunday Times, and New York Post, as well as digital mastheads and other websites. In addition, the company publishes general fiction, nonfiction, children's, and religious books; provides video sports, entertainment, and news services to pay-TV subscribers and other commercial licensees primarily through cable, satellite, and Internet distribution; and broadcasts rights to live sporting events. Further, it offers property and property-related services on its Websites and mobile applications; online real estate services; and professional software and service products, which comprise Top Producer and ListHub. News Corporation is headquartered in New York, New York.
